1,0xe41d2489571d322189246dafa5ebde1f4699f498, ZRX (ZRX),"$239,617,529","144,441",
2,0xd26114cd6EE289AccF82350c8d8487fedB8A0C07, OMG Network (OMG),"$222,723,981","662,908",
3,0xb705268213d593b8fd88d3fdeff93aff5cbdcfae, IDEX Token (IDEX),"$10,695,378","11,419",
4,0x20e94867794dba030ee287f1406e100d03c84cd3, DEW (DEW),"$8,327,635","4,690",
5,0x27054b13b1b798b345b591a4d22e6562d47ea75a, AirSwap (AST),"$8,168,101","9,493",
6,0x701c244b988a513c945973defa05de933b23fe1d, OpenANX (OAX),"$3,457,853","5,807",
7,0x9af839687f6c94542ac5ece2e317daae355493a1, Hydro Protocol (HOT),"$1,955,785","24,818",
8,0x6531f133e6deebe7f2dce5a0441aa7ef330b4e53, TIME (TIME),"$1,184,386","4,140",
9,0xcc13fc627effd6e35d2d2706ea3c4d7396c610ea, IDEX Membership (IDXM),"$255,345","1,664",
10,0xbe6c8f2810ef39420d2dc2901b8414c8c45fee6d, MICROMINES (MICRO),"$25,131","2,479",
11,0x1c1c14a6b5074905ce5d367b0a7e098b58ebfd47, FidexToken (FEX),"$6,423",435,
12,0x8d10e4b59db263ef4e7b88fcaacfc9ecb821a962, Bittilo (BTLO),$0,1,
13,0x9ae559ac062de221eb5198d90c27e45e85fcaab2, Herdius (HER),$0,55,
14,0x082280b4ae1a9e552555c256124de96fab63159b, Meterqubes (MEQ),$0,"18,124",
15,0x283669123bd83da2536bb534e20512101c18e5d8, Bitpayer Token (BPT),$0,392,
16,0xa960d2ba7000d58773e7fa5754dec3bb40a069d5, One DEX (ODEX),$0,"3,355",
17,0xb9440022a095343b440d590fcd2d7a3794bd76c8, Saturn DAO Token (SATURN),$0,"4,258",
18,0x08130635368AA28b217a4dfb68E1bF8dC525621C, AfroDex (AfroX),$0,"24,982",
19,0xf5ed2dc77f0d1ea7f106ecbd1850e406adc41b51, The Ocean Token (OCEAN),$0,"11,892",
20,0xDDe12a12A6f67156e0DA672be05c374e1B0a3e57, JOYSO (JOY),$0,986,
21,0xD8a8843b0a5aba6B030E92B3F4d669FaD8A5BE50, AfroDex Labs Token (AFDLT),$0,"1,429",
22,0xff0677aa319585fecd5b06a0bae4d918422ce0e5, EDT2 (EDT2),$0,53,
23,0x66e5dbc7fece1d31eb60af8cfa0563ec0d1a81bd, BitEye Token (BEY),$0,"25,026",
24,0x6d38574be6c230272daad16fa5f291f825bd0da1, Dinngo (DGO),$0,"6,248",
25,0xb1ed41dc1fe9b723a31137afdd1201d17917fe91, Alttex (ALTX),$0,"9,000",
26,0xdf44a80c17813789f60090638827aeb23698b122, stableDEX (STDEX),$0,"7,000",
27,0xf4065e4477e91c177ded71a7a6fb5ee07dc46bc9, CEDEX (CEDEX),$0,"3,523",
28,0x9ec251401eafb7e98f37a1d911c0aea02cb63a80, Bitcratic (BCT),$0,"20,627",
